,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
9,Nélson Semedo,pt POR,DF,29-012,13,8,675.0,7.5,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches,Wolverhampton-Wanderers
10,Pedro Neto,pt POR,"FW,MF",22-264,8,8,599.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.2,1.9,0.1,0.18,0.28,0.1,0.28,Matches,Wolverhampton-Wanderers
11,Rayan Aït Nouri,fr FRA,DF,21-175,10,7,666.0,7.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.05,0.11,0.17,0.05,0.17,Matches,Wolverhampton-Wanderers
12,Adama Traoré,es ESP,"FW,MF",26-307,12,6,622.0,6.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.6,0.6,1.0,1.6,0.09,0.15,0.24,0.09,0.24,Matches,Wolverhampton-Wanderers
13,Hugo Bueno,es ESP,DF,20-071,6,5,451.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.1,0.4,0.5,0.03,0.08,0.1,0.03,0.1,Matches,Wolverhampton-Wanderers
14,Diego Costa,es ESP,FW,34-052,6,5,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.2,1.8,0.37,0.04,0.4,0.37,0.4,Matches,Wolverhampton-Wanderers
15,Boubacar Traoré,ml MLI,MF,21-100,8,4,384.0,4.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.23,0.23,0.0,0.23,0.1,0.1,0.2,0.2,0.02,0.04,0.06,0.02,0.06,Matches,Wolverhampton-Wanderers
16,Hwang Hee-chan,kr KOR,FW,26-306,11,3,325.0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,0.4,0.4,0.7,1.1,0.12,0.19,0.31,0.12,0.31,Matches,Wolverhampton-Wanderers
17,Toti Gomes,pt POR,DF,23-316,3,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton-Wanderers
18,Leander Dendoncker,be BEL,MF,27-227,4,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.27,0.02,0.29,0.27,0.29,Matches,Wolverhampton-Wanderers
19,Raúl Jiménez,mx MEX,FW,31-207,3,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,0.33,0.19,0.51,0.33,0.51,Matches,Wolverhampton-Wanderers
20,Morgan Gibbs-White,eng ENG,"FW,MF",22-305,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.36,0.04,0.4,0.36,0.4,Matches,Wolverhampton-Wanderers
21,Sasa Kalajdzic,at AUT,FW,25-144,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.53,0.0,0.53,0.53,0.53,Matches,Wolverhampton-Wanderers
22,Joseph Hodge,ie IRL,MF,20-075,3,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.13,0.13,0.13,Matches,Wolverhampton-Wanderers
23,Chem Campbell,wls WAL,"FW,MF",19-333,5,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.12,0.12,0.12,Matches,Wolverhampton-Wanderers
24,Dexter Lembikisa,jm JAM,DF,19-024,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
25,Connor Ronan,ie IRL,MF,24-267,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
26,Willy Boly,ci CIV,DF,31-298,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
27,Conor Coady,eng ENG,"DF,MF",29-276,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
28,Luke Cundle,eng ENG,MF,20-216,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
29,Nathan Fraser,ie IRL,FW,17-279,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
30,Harvey Griffiths,eng ENG,MF,19-067,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
31,Yerson Mosquera,co COL,DF,21-210,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
32,Matija Šarkić,me MNE,GK,25-128,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
33,Squad Total,,,26.6,15,165,1350.0,15.0,8.0,6.0,6.0,2.0,2.0,29.0,3.0,0.53,0.4,0.93,0.4,0.8,14.9,13.3,10.9,24.2,0.99,0.73,1.72,0.89,1.62,,Wolverhampton-Wanderers
34,Opponent Total,,,26.8,15,165,1350.0,15.0,23.0,17.0,23.0,0.0,2.0,28.0,0.0,1.53,1.13,2.67,1.53,2.67,19.6,18.0,13.7,31.8,1.31,0.92,2.22,1.2,2.12,,Wolverhampton-Wanderers
